_id,No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
4006,4006,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10836,11300,2023-05-16T00:00:00
4007,4007,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3087,3219,2023-05-16T00:00:00
4008,4008,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12784,12841,2023-05-16T00:00:00
4009,4009,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10780,9117,2023-05-17T00:00:00
4010,4010,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,8640,8693,2023-05-17T00:00:00
4011,4011,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3002,2908,2023-05-17T00:00:00
4012,4012,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4591,4422,2023-05-17T00:00:00
4013,4013,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5227,5590,2023-05-17T00:00:00
4014,4014,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,9736,10441,2023-05-17T00:00:00
4015,4015,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2827,3059,2023-05-17T00:00:00
4016,4016,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,11153,11726,2023-05-17T00:00:00
4017,4017,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11710,9434,2023-05-18T00:00:00
4018,4018,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9852,9486,2023-05-18T00:00:00
4019,4019,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3519,3391,2023-05-18T00:00:00
4020,4020,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5457,5220,2023-05-18T00:00:00
4021,4021,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5883,6488,2023-05-18T00:00:00
4022,4022,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10816,11781,2023-05-18T00:00:00
4023,4023,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3213,3501,2023-05-18T00:00:00
4024,4024,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12557,13706,2023-05-18T00:00:00
4025,4025,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12029,9288,2023-05-19T00:00:00
4026,4026,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9757,9846,2023-05-19T00:00:00
4027,4027,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3406,3313,2023-05-19T00:00:00
4028,4028,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5507,5295,2023-05-19T00:00:00
4029,4029,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5795,6233,2023-05-19T00:00:00
4030,4030,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11082,11932,2023-05-19T00:00:00
4031,4031,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3298,3555,2023-05-19T00:00:00
4032,4032,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12799,14211,2023-05-19T00:00:00
4033,4033,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10513,8554,2023-05-20T00:00:00
4034,4034,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7340,7176,2023-05-20T00:00:00
4035,4035,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1765,1724,2023-05-20T00:00:00
4036,4036,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3377,3317,2023-05-20T00:00:00
4037,4037,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4031,4414,2023-05-20T00:00:00
4038,4038,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7317,7868,2023-05-20T00:00:00
4039,4039,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2770,2904,2023-05-20T00:00:00
4040,4040,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9698,10854,2023-05-20T00:00:00
4041,4041,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,8088,7934,2023-05-21T00:00:00
4042,4042,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,5753,4804,2023-05-21T00:00:00
4043,4043,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1308,1099,2023-05-21T00:00:00
4044,4044,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2564,2294,2023-05-21T00:00:00
4045,4045,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3052,3005,2023-05-21T00:00:00
4046,4046,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,5006,5670,2023-05-21T00:00:00
4047,4047,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2262,2158,2023-05-21T00:00:00
4048,4048,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,7265,8334,2023-05-21T00:00:00
4049,4049,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11156,10276,2023-05-22T00:00:00
4050,4050,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9523,9388,2023-05-22T00:00:00
4051,4051,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3434,3359,2023-05-22T00:00:00
4052,4052,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5362,5185,2023-05-22T00:00:00
4053,4053,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5596,6171,2023-05-22T00:00:00
4054,4054,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10764,11427,2023-05-22T00:00:00
4055,4055,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3148,3029,2023-05-22T00:00:00
4056,4056,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12923,13071,2023-05-22T00:00:00
4057,4057,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10909,9203,2023-05-23T00:00:00
4058,4058,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9615,9394,2023-05-23T00:00:00
4059,4059,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3394,3421,2023-05-23T00:00:00
4060,4060,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5431,5123,2023-05-23T00:00:00
4061,4061,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5759,6082,2023-05-23T00:00:00
4062,4062,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10582,11616,2023-05-23T00:00:00
4063,4063,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3205,3394,2023-05-23T00:00:00
4064,4064,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12310,12972,2023-05-23T00:00:00
4065,4065,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11280,9364,2023-05-24T00:00:00
4066,4066,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9447,9481,2023-05-24T00:00:00
4067,4067,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3514,3415,2023-05-24T00:00:00
4068,4068,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5358,5225,2023-05-24T00:00:00
4069,4069,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5980,6391,2023-05-24T00:00:00
4070,4070,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10704,11613,2023-05-24T00:00:00
4071,4071,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3151,3481,2023-05-24T00:00:00
4072,4072,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12622,13086,2023-05-24T00:00:00
